State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Andhra Pradesh,2018,3,Kurnool,2921189,2908389261.539773,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,3,Krishna,2396934,3754202654.384461,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,3,Chittoor,2297429,3283517630.720593,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,3,Guntur,1912529,3127764663.180438,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,3,Anantapur,1815215,2681787750.4641647,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,3,Ysr,1557444,2235904512.2542043,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,3,West Godavari,1431282,2309078492.805815,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,3,Prakasam,1319651,2346453445.4838424,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,4,Visakhapatnam,4791421,7366635864.849373,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Chittoor,3166201,4979093890.223491,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,4,East Godavari,3052762,4652624623.436675,17.233496,81.7225986,Southern Region
Andhra Pradesh,2018,4,Krishna,2839161,5416251838.130406,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2018,4,Guntur,2546620,4730251217.6969595,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2018,4,Kurnool,2508530,3626544852.4069242,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2018,4,Anantapur,2286391,3975878156.3298287,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2018,4,Spsr Nellore,1814997,3293448556.973445,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,4,Ysr,1732527,3252340063.247859,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,4,Prakasam,1692862,3255254226.03728,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Visakhapatnam,9690866,13459857440.552681,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Chittoor,6486813,8223371732.233584,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,Krishna,5443981,9061346433.07268,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,1,East Godavari,5440146,7382264724.59952,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Guntur,4846553,7765934169.404485,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,Kurnool,4193432,5541564892.509683,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,1,Anantapur,3891336,6044730653.191345,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Spsr Nellore,3333584,5161932216.216368,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,1,Prakasam,2931081,4807527779.215152,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Ysr,2852197,4915811593.896078,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,2,Visakhapatnam,11705738,20797479804.02907,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Krishna,6428472,13437029115.62075,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,2,Chittoor,5983308,10982727976.22432,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,Guntur,5005275,10405246943.48149,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,East Godavari,4699261,9116404622.476511,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Kurnool,3895824,7358285187.018034,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,2,Anantapur,3578836,7830782361.377665,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Spsr Nellore,3141891,6880873007.482059,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,2,Prakasam,2670529,6262396448.455348,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Ysr,2606284,6376856828.130631,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,3,Visakhapatnam,16694947,26944837120.04628,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Krishna,8408474,16404073560.50078,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,3,Chittoor,8201783,13837455758.755262,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,Guntur,6942304,13075661264.18803,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,East Godavari,6537303,11387726470.57774,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Kurnool,5139134,9025632779.412457,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,3,Anantapur,4889720,9554081289.488277,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Spsr Nellore,4150195,8256600118.735449,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,3,Prakasam,3430750,7354502261.15091,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Ysr,3296586,7447544274.211781,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,4,Visakhapatnam,23594874,39133296330.044624,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Krishna,11719402,23039786404.04663,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,4,Chittoor,11246986,19298476027.87548,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,Guntur,9761330,18565626418.03591,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,East Godavari,9285739,16816774065.30131,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Kurnool,7001958,13233105728.54823,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,4,Anantapur,6764112,13887248889.06406,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Spsr Nellore,5877804,11786014089.19402,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,4,Prakasam,4865473,10604077824.801031,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Ysr,4793157,10865073855.73078,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,1,Visakhapatnam,27115031,48809747614.67889,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Chittoor,13257740,23441848567.34419,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,Krishna,12175289,24481702770.71471,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,1,Guntur,11493331,22992734620.64621,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,East Godavari,11346242,21854701379.428677,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Anantapur,8466129,17864325752.82528,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Kurnool,8246869,17022710311.81304,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,1,Spsr Nellore,7430247,15387829694.446861,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,1,Prakasam,6318396,14169104764.52673,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Ysr,6031255,14059924636.81991,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,2,Visakhapatnam,25300401,48293889917.414375,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Chittoor,14848197,27361300300.01902,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,East Godavari,13130334,26319906327.32029,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Krishna,12313709,26964149095.36629,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,2,Guntur,12308707,27463593607.83911,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,Anantapur,10473739,22094006659.412502,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Kurnool,9821381,22419372061.805172,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,2,Spsr Nellore,9454274,20665376460.772232,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,2,Prakasam,8844580,19846026726.90433,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Ysr,8033609,19597207268.13202,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,3,Visakhapatnam,34421299,67628440368.111465,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Chittoor,20501863,42811566246.16463,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,Krishna,19110457,44788458672.084435,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,3,East Godavari,17972431,39300043804.758514,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Guntur,17601395,42531195809.75448,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,Spsr Nellore,16468209,39128324534.03021,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,3,Anantapur,14447683,34102037972.657852,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Kurnool,13243292,32529351107.17173,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,3,Prakasam,12266310,31221704852.44969,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Ysr,11934653,32037007334.12973,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,4,Visakhapatnam,46551467,91879823025.40399,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Chittoor,29590411,61505711149.79541,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,Krishna,27981050,64461504667.607216,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,4,Guntur,26136538,60641872021.254326,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,East Godavari,25989490,58732615663.118416,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Anantapur,20996384,49732610814.26222,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Spsr Nellore,20934374,49115443663.37911,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,4,Kurnool,18737323,44718203115.22612,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,4,Prakasam,16176867,41852443493.51539,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Ysr,15676878,42572974713.44025,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,1,Visakhapatnam,48248923,95308386037.84721,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Krishna,29717175,69715406644.53484,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,1,Chittoor,29342609,60947491846.66088,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,Guntur,27445045,64207987853.1084,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,East Godavari,26190701,60027984987.969505,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Spsr Nellore,22541428,52210333201.53073,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,1,Anantapur,20102957,48353870395.01808,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,1,Kurnool,17918524,44941629659.56964,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,1,West Godavari,16015685,42124030669.36127,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,1,Ysr,15374473,42570919448.50447,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,2,Visakhapatnam,54390299,114439012713.3533,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Krishna,36370960,90021923049.96454,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,2,Chittoor,34344902,73654690122.43158,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,Guntur,32968819,82356914463.83287,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,East Godavari,31717908,74604325863.66068,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Spsr Nellore,30290406,72283071757.09679,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,2,Anantapur,25123346,60987487571.27992,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,2,Kurnool,21972396,56659287474.9958,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,2,West Godavari,20950964,57233116236.187965,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,2,Prakasam,19944047,54535328043.04135,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Visakhapatnam,69220981,136945652159.2651,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Krishna,44828275,104417897558.5897,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,3,Chittoor,42628568,89371931753.04831,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,Guntur,41675093,96525353090.12306,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,East Godavari,39572714,89380370072.7078,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Spsr Nellore,34411958,77839676988.30869,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,3,Anantapur,30366444,70291248155.64975,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Kurnool,26377809,62527453761.598076,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,3,West Godavari,26245039,66647238455.1675,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,3,Prakasam,24116580,63367713446.92805,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,Visakhapatnam,82711538,159530099772.73468,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Krishna,55489829,125015323207.8983,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,4,Chittoor,51119640,103985734663.7351,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,Guntur,50919286,115553993673.1733,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,East Godavari,48992531,106725597026.00351,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Spsr Nellore,41921081,92256405076.26547,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,4,Anantapur,36129136,81239787006.64764,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,West Godavari,33235175,81292461575.08183,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,4,Kurnool,31782248,73968947669.64754,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,4,Prakasam,27858275,71323060008.47623,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,Visakhapatnam,88233362,170120350591.26,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Krishna,61826199,139690081529.49042,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,1,Chittoor,58561024,117900595508.6339,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,Guntur,57226996,129673727687.0894,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,East Godavari,54738830,121067103712.79561,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Spsr Nellore,47645702,104895571602.1398,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,1,Anantapur,40613148,90197023268.43825,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,West Godavari,37271259,92397939903.60934,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,1,Kurnool,35093633,81568420500.54747,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,1,Prakasam,31340975,79494373254.71565,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,2,Visakhapatnam,101387402,193242841582.14282,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Krishna,73525814,163997729295.93118,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,2,Chittoor,67507661,136435445124.75612,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,Guntur,66315749,147098141568.7622,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,East Godavari,62072845,135531452997.63911,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,2,Spsr Nellore,54838708,121941082043.49481,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,2,Anantapur,46099366,102138758015.7691,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,2,West Godavari,44409239,107973244960.42819,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,2,Kurnool,40165692,92409350855.502,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,2,Prakasam,36163507,90435082545.97768,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,3,Visakhapatnam,97434546,181124419863.6144,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,3,Krishna,71051144,153770559025.69122,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,3,Chittoor,65751781,133053581631.6394,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,3,Guntur,65612317,141588522953.2377,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,3,East Godavari,61467134,129677722169.7482,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,3,Anantapur,45165363,97735649608.10074,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,3,West Godavari,43635951,101706854744.31871,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,3,Spsr Nellore,42116582,95099325968.25975,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,3,Kurnool,39557913,88415335176.31995,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,3,Prakasam,35376080,87475230073.46388,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,4,Visakhapatnam,103790055,185306149744.73102,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,4,Krishna,76526667,157826011193.3544,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,4,Guntur,70723763,146938735166.5236,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,4,Chittoor,70322534,136840859888.1815,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,4,East Godavari,68016055,136531110139.8625,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,4,Anantapur,48299601,101533878537.2343,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,4,West Godavari,47919930,105335724990.5932,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,4,Kurnool,43524766,94667441029.08344,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,4,Spsr Nellore,42582064,92085916180.68509,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,4,Prakasam,37211077,88105031866.36835,15.2282086,79.87449940066091,Southern Region
Arunachal Pradesh,2018,1,Papum Pare,14224,32555848.46233147,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,1,West Kameng,5787,9540632.547015157,27.33862695,92.43336623881612,North-Eastern Region
Arunachal Pradesh,2018,1,Lohit,3747,11496949.54576835,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,1,East Siang,3286,5533620.186295529,28.3,95.15,North-Eastern Region
