State,Year,Quarter,Brand,Transaction_count,Percentage,Region
Andaman and Nicobar Islands,2021,1,Oppo,5158,0.08930364624813801,Southern Region
Andaman and Nicobar Islands,2021,1,Realme,3419,0.059195262993870006,Southern Region
Andaman and Nicobar Islands,2021,1,OnePlus,1773,0.030697046296616,Southern Region
Andaman and Nicobar Islands,2021,1,Huawei,1575,0.027268949755877,Southern Region
Andaman and Nicobar Islands,2021,1,Motorola,1062,0.018387063263963003,Southern Region
Andaman and Nicobar Islands,2021,1,Apple,1056,0.018283181550607,Southern Region
Andaman and Nicobar Islands,2021,1,Tecno,796,0.013781640638526,Southern Region
Andaman and Nicobar Islands,2021,1,Others,4532,0.078465320821358,Southern Region
Andaman and Nicobar Islands,2021,2,Vivo,15056,0.24246718737418402,Southern Region
Andaman and Nicobar Islands,2021,2,Xiaomi,14788,0.23815121990498403,Southern Region
Andaman and Nicobar Islands,2021,2,Samsung,11476,0.184813592076656,Southern Region
Andaman and Nicobar Islands,2021,2,Oppo,5456,0.08786536758193,Southern Region
Andaman and Nicobar Islands,2021,2,Realme,4034,0.064964973025203,Southern Region
Andaman and Nicobar Islands,2021,2,OnePlus,1981,0.031902729688380004,Southern Region
Andaman and Nicobar Islands,2021,2,Huawei,1559,0.025106691360012003,Southern Region
Andaman and Nicobar Islands,2021,2,Apple,1153,0.018568322731298003,Southern Region
Andaman and Nicobar Islands,2021,2,Motorola,1054,0.016973991464691,Southern Region
Andaman and Nicobar Islands,2021,2,Tecno,974,0.015685642966422,Southern Region
Andaman and Nicobar Islands,2021,2,Others,4564,0.07350028182623401,Southern Region
Andaman and Nicobar Islands,2021,3,Vivo,16411,0.245006121047445,Southern Region
Andaman and Nicobar Islands,2021,3,Xiaomi,15938,0.23794452240900502,Southern Region
Andaman and Nicobar Islands,2021,3,Samsung,12028,0.17957063091576803,Southern Region
Andaman and Nicobar Islands,2021,3,Oppo,5853,0.087381684631692,Southern Region
Andaman and Nicobar Islands,2021,3,Realme,4808,0.07178047833746301,Southern Region
Andaman and Nicobar Islands,2021,3,OnePlus,2306,0.034427159535397,Southern Region
Andaman and Nicobar Islands,2021,3,Huawei,1567,0.023394344749335,Southern Region
Andaman and Nicobar Islands,2021,3,Apple,1283,0.019154399689468003,Southern Region
Andaman and Nicobar Islands,2021,3,Tecno,1178,0.017586814368039,Southern Region
Andaman and Nicobar Islands,2021,3,Motorola,1017,0.015183183541847,Southern Region
Andaman and Nicobar Islands,2021,3,Others,4593,0.06857066077453601,Southern Region
Andaman and Nicobar Islands,2021,4,Vivo,17597,0.24515185288381103,Southern Region
Andaman and Nicobar Islands,2021,4,Xiaomi,16968,0.23638896628587303,Southern Region
Andaman and Nicobar Islands,2021,4,Samsung,12574,0.17517414321538002,Southern Region
Andaman and Nicobar Islands,2021,4,Oppo,6127,0.085358038450821,Southern Region
Andaman and Nicobar Islands,2021,4,Realme,5830,0.081220395653385,Southern Region
Andaman and Nicobar Islands,2021,4,OnePlus,2691,0.037489551407077,Southern Region
Andaman and Nicobar Islands,2021,4,Apple,1490,0.020757871273335,Southern Region
Andaman and Nicobar Islands,2021,4,Huawei,1459,0.020325996099191,Southern Region
Andaman and Nicobar Islands,2021,4,Tecno,1417,0.019740874895514002,Southern Region
Andaman and Nicobar Islands,2021,4,Motorola,1055,0.014697687378099001,Southern Region
Andaman and Nicobar Islands,2021,4,Others,4572,0.06369462245750901,Southern Region
Andaman and Nicobar Islands,2022,1,Vivo,18688,0.24496644295302003,Southern Region
Andaman and Nicobar Islands,2022,1,Xiaomi,17957,0.23538433305369102,Southern Region
Andaman and Nicobar Islands,2022,1,Samsung,12955,0.16981700922818702,Southern Region
Andaman and Nicobar Islands,2022,1,Realme,6769,0.088729551174496,Southern Region
Andaman and Nicobar Islands,2022,1,Oppo,6461,0.084692218959731,Southern Region
Andaman and Nicobar Islands,2022,1,OnePlus,3005,0.039390205536912005,Southern Region
Andaman and Nicobar Islands,2022,1,Tecno,1770,0.023201552013422003,Southern Region
Andaman and Nicobar Islands,2022,1,Apple,1634,0.021418833892617003,Southern Region
Andaman and Nicobar Islands,2022,1,Huawei,1441,0.018888947147651002,Southern Region
Andaman and Nicobar Islands,2022,1,Motorola,1050,0.013763632550335001,Southern Region
Andaman and Nicobar Islands,2022,1,Others,4558,0.059747273489932,Southern Region
Andhra Pradesh,2018,1,Xiaomi,836581,0.250739858232552,Southern Region
Andhra Pradesh,2018,1,Samsung,683687,0.20491450493788302,Southern Region
Andhra Pradesh,2018,1,Vivo,425959,0.127668330111345,Southern Region
Andhra Pradesh,2018,1,Oppo,304487,0.091260771178947,Southern Region
Andhra Pradesh,2018,1,Realme,236646,0.07092748280357801,Southern Region
Andhra Pradesh,2018,1,Motorola,129739,0.038885342205038004,Southern Region
Andhra Pradesh,2018,1,OnePlus,129421,0.038790031320715006,Southern Region
Andhra Pradesh,2018,1,Apple,123274,0.036947653943562,Southern Region
Andhra Pradesh,2018,1,Lenovo,84138,0.025217821337049,Southern Region
Andhra Pradesh,2018,1,Huawei,76654,0.022974718638073002,Southern Region
Andhra Pradesh,2018,1,Others,305864,0.09167348529125201,Southern Region
Andhra Pradesh,2018,2,Xiaomi,1113800,0.252990319224811,Southern Region
Andhra Pradesh,2018,2,Samsung,903290,0.20517474003643302,Southern Region
Andhra Pradesh,2018,2,Vivo,586965,0.13332417195528,Southern Region
Andhra Pradesh,2018,2,Oppo,410549,0.093252758634788,Southern Region
Andhra Pradesh,2018,2,Realme,305964,0.069497153915694,Southern Region
Andhra Pradesh,2018,2,Motorola,169847,0.038579320119749,Southern Region
Andhra Pradesh,2018,2,OnePlus,155418,0.035301893906699,Southern Region
Andhra Pradesh,2018,2,Apple,151847,0.034490771236604004,Southern Region
Andhra Pradesh,2018,2,Lenovo,107441,0.024404321141886003,Southern Region
Andhra Pradesh,2018,2,Huawei,102929,0.023379458221844,Southern Region
Andhra Pradesh,2018,2,Others,394490,0.08960509160620901,Southern Region
Andhra Pradesh,2018,3,Xiaomi,1385112,0.25519707820209103,Southern Region
Andhra Pradesh,2018,3,Samsung,1103186,0.20325420898342603,Southern Region
Andhra Pradesh,2018,3,Vivo,761793,0.140354966092854,Southern Region
Andhra Pradesh,2018,3,Oppo,518120,0.09545994125967201,Southern Region
Andhra Pradesh,2018,3,Realme,379712,0.069959247308717,Southern Region
Andhra Pradesh,2018,3,Motorola,203756,0.037540600230266,Southern Region
Andhra Pradesh,2018,3,OnePlus,181364,0.033415032785106005,Southern Region
Andhra Pradesh,2018,3,Apple,175343,0.032305706169024,Southern Region
Andhra Pradesh,2018,3,Huawei,134429,0.024767591375736003,Southern Region
Andhra Pradesh,2018,3,Lenovo,122489,0.022567730921323,Southern Region
Andhra Pradesh,2018,3,Others,462313,0.08517789667178001,Southern Region
Andhra Pradesh,2018,4,Xiaomi,1753802,0.25575286525858304,Southern Region
Andhra Pradesh,2018,4,Samsung,1388061,0.20241770616277902,Southern Region
Andhra Pradesh,2018,4,Vivo,1011185,0.147458755923702,Southern Region
Andhra Pradesh,2018,4,Oppo,675093,0.09844724151643801,Southern Region
Andhra Pradesh,2018,4,Realme,476746,0.069522759981211,Southern Region
Andhra Pradesh,2018,4,Motorola,250601,0.036544560780901,Southern Region
Andhra Pradesh,2018,4,OnePlus,210161,0.030647289668736002,Southern Region
Andhra Pradesh,2018,4,Apple,209737,0.030585458735216002,Southern Region
Andhra Pradesh,2018,4,Huawei,176237,0.025700231676424,Southern Region
Andhra Pradesh,2018,4,Lenovo,149583,0.021813340869707,Southern Region
Andhra Pradesh,2018,4,Others,556203,0.08110978942629701,Southern Region
Andhra Pradesh,2019,1,Xiaomi,2110547,0.25480407566371605,Southern Region
Andhra Pradesh,2019,1,Samsung,1688342,0.20383171884550702,Southern Region
Andhra Pradesh,2019,1,Vivo,1262871,0.152465061350215,Southern Region
Andhra Pradesh,2019,1,Oppo,835541,0.10087396877877401,Southern Region
Andhra Pradesh,2019,1,Realme,564832,0.068191561555032,Southern Region
Andhra Pradesh,2019,1,Motorola,291830,0.035232322900623,Southern Region
Andhra Pradesh,2019,1,Apple,241108,0.029108710242002,Southern Region
Andhra Pradesh,2019,1,OnePlus,237269,0.028645231889483,Southern Region
Andhra Pradesh,2019,1,Huawei,220082,0.02657026381323,Southern Region
Andhra Pradesh,2019,1,Lenovo,171471,0.020701509920477,Southern Region
Andhra Pradesh,2019,1,Others,659126,0.079575575040936,Southern Region
Andhra Pradesh,2019,2,Xiaomi,2389374,0.25448644547243104,Southern Region
Andhra Pradesh,2019,2,Samsung,1914378,0.203895770402885,Southern Region
Andhra Pradesh,2019,2,Vivo,1466695,0.156214136900371,Southern Region
Andhra Pradesh,2019,2,Oppo,963352,0.102604291424765,Southern Region
Andhra Pradesh,2019,2,Realme,641519,0.06832663702418601,Southern Region
Andhra Pradesh,2019,2,Motorola,324778,0.034591319227398006,Southern Region
Andhra Pradesh,2019,2,Apple,264860,0.028209597973288,Southern Region
Andhra Pradesh,2019,2,OnePlus,254273,0.027082002210458003,Southern Region
Andhra Pradesh,2019,2,Huawei,250859,0.026718385328026003,Southern Region
Andhra Pradesh,2019,2,Lenovo,189151,0.020146015503456002,Southern Region
Andhra Pradesh,2019,2,Others,729764,0.07772539853273,Southern Region
Andhra Pradesh,2019,3,Xiaomi,2656468,0.25399617332682,Southern Region
Andhra Pradesh,2019,3,Samsung,2123659,0.203052044839637,Southern Region
Andhra Pradesh,2019,3,Vivo,1674109,0.16006866249922402,Southern Region
Andhra Pradesh,2019,3,Oppo,1087660,0.103995786089141,Southern Region
Andhra Pradesh,2019,3,Realme,727964,0.069603725819277,Southern Region
Andhra Pradesh,2019,3,Motorola,348910,0.033360765059266,Southern Region
Andhra Pradesh,2019,3,Apple,286412,0.027385066183700003,Southern Region
Andhra Pradesh,2019,3,Huawei,282587,0.027019341709332,Southern Region
Andhra Pradesh,2019,3,OnePlus,271100,0.025921020915328,Southern Region
Andhra Pradesh,2019,3,Lenovo,194180,0.018566373446471003,Southern Region
Andhra Pradesh,2019,3,Others,805644,0.07703104011179901,Southern Region
Andhra Pradesh,2019,4,Xiaomi,2985953,0.25395328393725203,Southern Region
Andhra Pradesh,2019,4,Samsung,2379139,0.20234416348589201,Southern Region
Andhra Pradesh,2019,4,Vivo,1922141,0.16347679254845401,Southern Region
Andhra Pradesh,2019,4,Oppo,1241235,0.10556619758846,Southern Region
Andhra Pradesh,2019,4,Realme,844668,0.07183844234544601,Southern Region
Andhra Pradesh,2019,4,Motorola,381692,0.032462646549553005,Southern Region
Andhra Pradesh,2019,4,Huawei,317290,0.026985299989802,Southern Region
Andhra Pradesh,2019,4,Apple,308354,0.026225299231162003,Southern Region
Andhra Pradesh,2019,4,OnePlus,286412,0.024359146965486002,Southern Region
Andhra Pradesh,2019,4,Lenovo,208785,0.017757023096759,Southern Region
Andhra Pradesh,2019,4,Others,882214,0.075031704261728,Southern Region
Andhra Pradesh,2020,1,Xiaomi,3307542,0.25399529721104,Southern Region
Andhra Pradesh,2020,1,Samsung,2622762,0.20140914724705603,Southern Region
Andhra Pradesh,2020,1,Vivo,2165012,0.16625725883615902,Southern Region
Andhra Pradesh,2020,1,Oppo,1387060,0.106516173324343,Southern Region
Andhra Pradesh,2020,1,Realme,960418,0.07375315426284301,Southern Region
Andhra Pradesh,2020,1,Motorola,411062,0.031566587774898,Southern Region
Andhra Pradesh,2020,1,Huawei,348324,0.026748763252511003,Southern Region
Andhra Pradesh,2020,1,Apple,329329,0.025290084671703003,Southern Region
Andhra Pradesh,2020,1,OnePlus,298911,0.022954202330506,Southern Region
Andhra Pradesh,2020,1,Lenovo,227154,0.01744378385601,Southern Region
Andhra Pradesh,2020,1,Others,964486,0.07406554723292601,Southern Region
Andhra Pradesh,2020,2,Xiaomi,3635594,0.253888024693297,Southern Region
Andhra Pradesh,2020,2,Samsung,2888149,0.201690960164947,Southern Region
Andhra Pradesh,2020,2,Vivo,2409399,0.16825793881495202,Southern Region
Andhra Pradesh,2020,2,Oppo,1535129,0.107204178865791,Southern Region
Andhra Pradesh,2020,2,Realme,1072165,0.07487355683700901,Southern Region
Andhra Pradesh,2020,2,Motorola,445380,0.031102661198665,Southern Region
Andhra Pradesh,2020,2,Huawei,379220,0.026482444608554003,Southern Region
Andhra Pradesh,2020,2,Apple,348938,0.024367731809555003,Southern Region
Andhra Pradesh,2020,2,OnePlus,309208,0.021593227499925,Southern Region
Andhra Pradesh,2020,2,Lenovo,243288,0.016989771066731,Southern Region
Andhra Pradesh,2020,2,Others,1053205,0.073549504440568,Southern Region
Andhra Pradesh,2020,3,Xiaomi,3978789,0.25354870716120304,Southern Region
Andhra Pradesh,2020,3,Samsung,3154020,0.20099022425179502,Southern Region
Andhra Pradesh,2020,3,Vivo,2687996,0.17129280056180002,Southern Region
Andhra Pradesh,2020,3,Oppo,1695723,0.10806010933314501,Southern Region
Andhra Pradesh,2020,3,Realme,1207622,0.07695582671999601,Southern Region
Andhra Pradesh,2020,3,Motorola,477313,0.030416816287879,Southern Region
Andhra Pradesh,2020,3,Huawei,408520,0.026032975824929003,Southern Region
Andhra Pradesh,2020,3,Apple,370327,0.023599123270142002,Southern Region
Andhra Pradesh,2020,3,OnePlus,322028,0.020521264904901002,Southern Region
Andhra Pradesh,2020,3,Lenovo,260912,0.016626641996558,Southern Region
Andhra Pradesh,2020,3,Others,1129155,0.07195550968764801,Southern Region
Andhra Pradesh,2020,4,Xiaomi,4325662,0.253309843050988,Southern Region
Andhra Pradesh,2020,4,Samsung,3419866,0.200266622707786,Southern Region
Andhra Pradesh,2020,4,Vivo,2950572,0.17278486627726303,Southern Region
Andhra Pradesh,2020,4,Oppo,1856052,0.10869000879275101,Southern Region
Andhra Pradesh,2020,4,Realme,1361491,0.079728622237551,Southern Region
Andhra Pradesh,2020,4,Motorola,506158,0.029640504398864002,Southern Region
Andhra Pradesh,2020,4,Huawei,437125,0.025597946659647004,Southern Region
Andhra Pradesh,2020,4,Apple,394191,0.023083740787447002,Southern Region
Andhra Pradesh,2020,4,OnePlus,336518,0.019706422222502,Southern Region
Andhra Pradesh,2020,4,Lenovo,276671,0.016201794681775,Southern Region
Andhra Pradesh,2020,4,Others,1212259,0.070989628183419,Southern Region
Andhra Pradesh,2021,1,Xiaomi,4644641,0.252924664064762,Southern Region
Andhra Pradesh,2021,1,Samsung,3635596,0.19797695817075903,Southern Region
Andhra Pradesh,2021,1,Vivo,3245151,0.17671521362241502,Southern Region
Andhra Pradesh,2021,1,Oppo,2010506,0.10948242386229401,Southern Region
Andhra Pradesh,2021,1,Realme,1531645,0.083405971977484,Southern Region
Andhra Pradesh,2021,1,Motorola,518115,0.028214034695451,Southern Region
Andhra Pradesh,2021,1,Huawei,455604,0.024809988252388,Southern Region
Andhra Pradesh,2021,1,Apple,421002,0.022925730841327003,Southern Region
Andhra Pradesh,2021,1,OnePlus,355922,0.019381789094842002,Southern Region
Andhra Pradesh,2021,1,Lenovo,277980,0.015137445093543,Southern Region
Andhra Pradesh,2021,1,Others,1267571,0.06902578032473,Southern Region
Andhra Pradesh,2021,2,Xiaomi,4937684,0.251654243267576,Southern Region
Andhra Pradesh,2021,2,Samsung,3798250,0.193581794519671,Southern Region
Andhra Pradesh,2021,2,Vivo,3572140,0.18205786124544202,Southern Region
Andhra Pradesh,2021,2,Oppo,2173037,0.110751109594588,Southern Region
Andhra Pradesh,2021,2,Realme,1817804,0.092646287212541,Southern Region
Andhra Pradesh,2021,2,Motorola,503072,0.025639592057552,Southern Region
Andhra Pradesh,2021,2,Apple,450689,0.022969837527881003,Southern Region
Andhra Pradesh,2021,2,Huawei,440324,0.022441574432983002,Southern Region
Andhra Pradesh,2021,2,OnePlus,394851,0.020123995299910002,Southern Region
Andhra Pradesh,2021,2,Lenovo,261201,0.013312382889576,Southern Region
Andhra Pradesh,2021,2,Others,1271853,0.06482132195227401,Southern Region
Andhra Pradesh,2021,3,Xiaomi,5256707,0.24960742924775803,Southern Region
Andhra Pradesh,2021,3,Vivo,3981492,0.18905561650868302,Southern Region
Andhra Pradesh,2021,3,Samsung,3911188,0.1857173287354,Southern Region
Andhra Pradesh,2021,3,Oppo,2382363,0.113123197462779,Southern Region
Andhra Pradesh,2021,3,Realme,2134616,0.10135927533932,Southern Region
Andhra Pradesh,2021,3,Motorola,486971,0.023123141432118,Southern Region
Andhra Pradesh,2021,3,Apple,480993,0.022839284406790002,Southern Region
Andhra Pradesh,2021,3,OnePlus,459011,0.021795499674309,Southern Region
Andhra Pradesh,2021,3,Huawei,435214,0.020665532188237003,Southern Region
Andhra Pradesh,2021,3,Lenovo,245241,0.011644928194808,Southern Region
