State,Year,Quarter,District,Registered_users,App_opens,Latitude,Longitude,Region
Andhra Pradesh,2018,4,Spsr Nellore,407495,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2018,4,Vizianagaram,257824,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2018,4,Ysr,387058,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2018,4,West Godavari,435668,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2018,4,Chittoor,665280,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,East Godavari,839277,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Srikakulam,345775,0,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,1,Visakhapatnam,1174517,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Prakasam,474260,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Anantapur,612162,0,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,1,Kurnool,599422,0,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,1,Guntur,802394,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,1,Krishna,833694,0,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,1,Spsr Nellore,491908,0,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,1,Vizianagaram,313334,0,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,1,Ysr,460590,0,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,1,West Godavari,523372,0,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,1,Chittoor,812314,0,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,East Godavari,945181,7156762,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Srikakulam,392764,3230330,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,2,Visakhapatnam,1318740,13681907,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Prakasam,539462,4488365,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Anantapur,695114,6056591,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,2,Kurnool,680118,6240480,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,2,Guntur,915256,7268875,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,2,Krishna,952300,7822632,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,2,Spsr Nellore,558303,4774473,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,2,Vizianagaram,355058,3541678,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,2,Ysr,519031,4345848,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,2,West Godavari,592185,3853094,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,2,Chittoor,925491,8914216,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,East Godavari,1057167,28275322,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Srikakulam,437939,11813195,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,3,Visakhapatnam,1460464,54836001,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Prakasam,598568,16267041,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Anantapur,773656,22845084,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,3,Kurnool,755024,22827473,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,3,Guntur,1026418,28477132,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,3,Krishna,1066546,30077671,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,3,Spsr Nellore,619592,17768733,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,3,Vizianagaram,394375,13065845,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,3,Ysr,574109,15833900,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,3,West Godavari,662102,14227407,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,3,Chittoor,1032733,34638738,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,East Godavari,1195228,38299189,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Srikakulam,496266,16353822,17.233496,81.7225986,Southern Region
Andhra Pradesh,2019,4,Visakhapatnam,1620235,70749983,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Prakasam,673522,21639748,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Anantapur,873033,30278539,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2019,4,Kurnool,846885,29676997,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2019,4,Guntur,1158708,37846179,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2019,4,Krishna,1199971,39407473,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2019,4,Spsr Nellore,697154,23608360,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2019,4,Vizianagaram,443810,17515311,18.110744,83.386585,Southern Region
Andhra Pradesh,2019,4,Ysr,646642,21543798,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2019,4,West Godavari,750078,19393528,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2019,4,Chittoor,1156351,44888591,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,East Godavari,1329664,46142746,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Srikakulam,552007,20975989,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,1,Visakhapatnam,1763581,77558624,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Prakasam,748655,26870693,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Anantapur,971850,36900103,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,1,Kurnool,936293,34198350,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,1,Guntur,1289678,45282758,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,1,Krishna,1331602,46079408,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,1,Spsr Nellore,775440,28879364,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,1,Vizianagaram,490683,21562104,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,1,Ysr,717865,26166193,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,1,West Godavari,843835,24542868,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,1,Chittoor,1270907,51354573,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,East Godavari,1459116,45884498,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Srikakulam,608002,23808009,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,2,Visakhapatnam,1904719,69684456,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Prakasam,830709,32255276,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Anantapur,1076953,39704703,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,2,Kurnool,1035093,36268390,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,2,Guntur,1426271,44267596,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,2,Krishna,1459041,41234166,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,2,Spsr Nellore,854459,30816403,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,2,Vizianagaram,537798,24370380,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,2,Ysr,796769,29644037,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,2,West Godavari,944829,26583613,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,2,Chittoor,1385916,49820171,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,East Godavari,1601940,64292857,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Srikakulam,667858,31794753,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,3,Visakhapatnam,2058346,102589371,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Prakasam,915240,44970519,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Anantapur,1186851,55714787,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,3,Kurnool,1132240,49164718,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,3,Guntur,1567595,62427501,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,3,Krishna,1599289,61028114,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,3,Spsr Nellore,937176,43951448,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,3,Vizianagaram,587784,31199437,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,3,Ysr,877909,41578067,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,3,West Godavari,1053674,38126238,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,3,Chittoor,1506503,69462572,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,East Godavari,1746280,82605352,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Srikakulam,726761,36770992,17.233496,81.7225986,Southern Region
Andhra Pradesh,2020,4,Visakhapatnam,2209658,124730170,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Prakasam,999462,52839846,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Anantapur,1295872,69562398,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2020,4,Kurnool,1230466,60615045,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2020,4,Guntur,1712940,81291172,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2020,4,Krishna,1744028,81787771,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2020,4,Spsr Nellore,1022944,54765443,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2020,4,Vizianagaram,634462,35110885,18.110744,83.386585,Southern Region
Andhra Pradesh,2020,4,Ysr,959182,49596303,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2020,4,West Godavari,1163179,51170162,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2020,4,Chittoor,1631331,88232999,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,East Godavari,1878769,91478749,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Srikakulam,782604,40590058,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,1,Visakhapatnam,2368081,135908324,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Prakasam,1075936,56911479,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,1,Anantapur,1394849,73375049,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,1,Kurnool,1323411,65326230,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,1,Guntur,1843237,92731167,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,1,Krishna,1876458,92941553,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,1,Spsr Nellore,1100541,60691988,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,1,Vizianagaram,681621,37752539,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,1,Ysr,1032689,53525815,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,1,West Godavari,1254117,57392671,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,1,Chittoor,1751420,99083825,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,East Godavari,2006272,84705076,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Srikakulam,837958,43740255,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,2,Visakhapatnam,2526830,114313154,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Prakasam,1151232,76850749,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,2,Anantapur,1492738,104568606,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,2,Kurnool,1415585,81894678,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,2,Guntur,1968681,88248064,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,2,Krishna,2002662,85771678,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,2,Spsr Nellore,1176334,74049216,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,2,Vizianagaram,729509,42684475,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,2,Ysr,1103004,72255265,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,2,West Godavari,1339377,65118788,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,2,Chittoor,1870723,110505432,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,East Godavari,2150622,103626560,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Srikakulam,902008,48622126,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,3,Visakhapatnam,2707931,139540800,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Prakasam,1239147,91533813,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Anantapur,1606735,124985545,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,3,Kurnool,1522196,101210508,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,3,Guntur,2110878,106621413,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,3,Krishna,2145423,104358295,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,3,Spsr Nellore,1263550,90102349,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,3,Vizianagaram,784444,46277311,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,3,Ysr,1183377,86369956,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,3,West Godavari,1436576,80244808,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,3,Chittoor,2007011,135043395,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,East Godavari,2294347,142536856,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Srikakulam,965335,61654215,17.233496,81.7225986,Southern Region
Andhra Pradesh,2021,4,Visakhapatnam,2888774,188757640,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Prakasam,1325728,86410317,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,Anantapur,1719437,120768682,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2021,4,Kurnool,1628242,97379271,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2021,4,Guntur,2252443,130920743,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2021,4,Krishna,2288148,134436469,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2021,4,Spsr Nellore,1349290,90814672,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2021,4,Vizianagaram,839606,56101822,18.110744,83.386585,Southern Region
Andhra Pradesh,2021,4,Ysr,1262963,83534122,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2021,4,West Godavari,1532898,100007280,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2021,4,Chittoor,2141818,154395512,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,East Godavari,2432305,87134562,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Srikakulam,1027283,46691467,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,1,Visakhapatnam,3061324,88803090,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Prakasam,1408929,104851997,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,Anantapur,1827094,155792533,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,1,Kurnool,1729513,119653214,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,1,Guntur,2387051,88844052,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,1,Krishna,2423373,85871644,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,1,Spsr Nellore,1431664,101671767,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,1,Vizianagaram,892889,44804002,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,1,Ysr,1339782,98878499,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,1,West Godavari,1626039,87642475,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,1,Chittoor,2270705,144146671,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,East Godavari,2564165,93383888,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,2,Srikakulam,1086164,51087942,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,2,Visakhapatnam,3226029,93552701,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Prakasam,1487589,108172758,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,2,Anantapur,1928213,181499094,15.2282086,79.87449940066091,Southern Region
Andhra Pradesh,2022,2,Kurnool,1825280,136447455,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,2,Guntur,2514794,91997209,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,Krishna,2552107,95341487,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,2,Spsr Nellore,1509927,108755384,14.71875825,79.65961022770595,Southern Region
Andhra Pradesh,2022,2,Vizianagaram,943242,50230853,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Ysr,1412848,106157470,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,2,West Godavari,1714357,103338893,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,2,Chittoor,2392549,158771722,13.0108668,79.2249071,Southern Region
